0.134576,17,8,0.130435,0.202899,48,0.137681,29,5
0.130435,33,7,0.130435,0.202899,42,0.137681,22,3
0.128364,56,11,0.123188,0.202899,6,0.137681,11,1
0.126294,36,8,0.144928,0.202899,7,0.137681,31,2
0.105590,114,18,0.101449,0.188406,69,0.130435,34,4
0.136646,7,5,0.130435,0.231884,1,0.130435,7,1
0.130435,32,10,0.123188,0.217391,32,0.166667,12,3
0.122153,53,11,0.115942,0.188406,14,0.123188,23,2
0.126294,18,7,0.130435,0.217391,37,0.123188,25,3
0.122153,23,10,0.137681,0.217391,5,0.123188,29,2
0.128364,24,7,0.137681,0.202899,10,0.137681,23,2
0.107660,95,18,0.115942,0.188406,27,0.123188,66,2
0.126294,46,8,0.130435,0.217391,94,0.108696,43,5
0.107660,43,11,0.195652,0.202899,7,0.195652,43,1
0.130435,15,5,0.137681,0.217391,9,0.137681,15,1
0.107660,108,15,0.115942,0.202899,33,0.108696,115,2
0.113872,97,15,0.115942,0.217391,19,0.130435,8,2
0.103520,62,13,0.115942,0.202899,7,0.115942,37,1
0.132505,24,8,0.130435,0.231884,1,0.130435,5,1
0.136646,7,5,0.130435,0.231884,5,0.130435,7,1
0.136646,8,5,0.130435,0.231884,4,0.130435,8,1
0.122153,35,11,0.137681,0.188406,6,0.137681,35,1
0.122153,46,12,0.101449,0.202899,38,0.137681,23,3
0.120083,78,13,0.123188,0.231884,1,0.130435,5,1
0.130435,19,7,0.130435,0.217391,22,0.166667,10,3
0.136646,8,4,0.130435,0.188406,28,0.144928,12,4
0.132505,24,11,0.130435,0.231884,1,0.130435,8,1
0.113872,82,11,0.181159,0.217391,2,0.130435,51,1
0.120083,51,13,0.123188,0.173913,5,0.130435,33,1
0.134576,24,7,0.130435,0.231884,3,0.130435,24,1
0.155280,6,5,0.130435,0.101449,3,0.130435,6,1
0.118012,128,19,0.152174,0.086957,92,0.137681,27,4
0.111801,63,13,0.137681,0.086957,25,0.137681,32,2
0.124224,123,24,0.115942,0.086957,6,0.130435,42,1
0.111801,93,15,0.137681,0.101449,3,0.130435,12,1
0.122153,53,10,0.130435,0.072464,5,0.137681,16,1
0.130435,93,16,0.137681,0.101449,1,0.130435,10,1
0.109731,193,22,0.123188,0.086957,7,0.115942,50,1
0.140787,90,20,0.137681,0.101449,3,0.130435,8,1
0.146998,28,7,0.137681,0.101449,1,0.130435,7,1
0.134576,116,20,0.137681,0.072464,7,0.123188,29,1
0.122153,70,11,0.130435,0.086957,7,0.130435,23,1
0.111801,170,21,0.144928,0.072464,23,0.123188,67,2
0.118012,89,16,0.137681,0.086957,1,0.152174,7,1
0.107660,113,17,0.130435,0.086957,14,0.137681,28,1
0.118012,62,12,0.123188,0.101449,2,0.130435,10,1
0.124224,57,11,0.144928,0.086957,10,0.137681,13,1
0.120083,49,13,0.130435,0.086957,13,0.144928,31,2
0.126294,106,19,0.115942,0.072464,6,0.130435,68,1
0.109731,103,11,0.144928,0.086957,10,0.137681,16,1
0.111801,93,13,0.130435,0.086957,16,0.123188,51,1
0.109731,114,15,0.137681,0.101449,1,0.130435,8,1
0.115942,107,18,0.144928,0.086957,40,0.115942,39,3
0.115942,115,13,0.130435,0.086957,40,0.137681,23,3
0.124224,96,16,0.159420,0.086957,58,0.144928,64,3
0.122153,65,12,0.152174,0.086957,16,0.130435,29,2
0.115942,77,15,0.123188,0.101449,7,0.130435,72,1
0.124224,137,19,0.166667,0.072464,18,0.173913,55,2
0.126294,82,14,0.123188,0.072464,17,0.130435,24,2
0.122153,75,14,0.130435,0.101449,2,0.130435,8,1
0.122153,108,18,0.152174,0.144928,1,0.181159,11,1
0.132505,21,8,0.195652,0.144928,1,0.181159,8,1
0.126294,30,9,0.188406,0.144928,1,0.181159,9,1
0.109731,65,12,0.166667,0.144928,2,0.181159,7,1
0.103520,63,11,0.152174,0.130435,7,0.123188,28,1
0.105590,82,15,0.144928,0.144928,1,0.181159,6,1
0.113872,76,12,0.166667,0.144928,1,0.181159,7,1
0.120083,45,9,0.159420,0.130435,8,0.159420,45,1
0.120083,31,8,0.181159,0.144928,1,0.181159,8,1
0.105590,82,12,0.137681,0.144928,2,0.181159,5,1
0.132505,15,6,0.166667,0.144928,1,0.181159,9,1
0.134576,9,6,0.181159,0.144928,4,0.181159,9,1
0.105590,99,19,0.159420,0.130435,6,0.173913,38,1
0.105590,142,17,0.130435,0.144928,7,0.181159,9,1
0.111801,90,13,0.137681,0.144928,6,0.166667,32,1
0.107660,130,14,0.123188,0.115942,13,0.152174,54,1
0.122153,61,11,0.173913,0.130435,3,0.173913,51,1
0.118012,46,9,0.166667,0.144928,1,0.181159,5,1
0.122153,50,11,0.181159,0.144928,1,0.181159,7,1
0.111801,106,17,0.159420,0.130435,6,0.152174,38,1
0.099379,163,19,0.166667,0.130435,8,0.144928,35,1
0.105590,73,15,0.166667,0.144928,1,0.181159,11,1
0.111801,54,12,0.166667,0.144928,7,0.173913,15,1
0.120083,43,9,0.166667,0.144928,4,0.181159,8,1
0.107660,125,20,0.166667,0.144928,4,0.181159,8,1
0.122153,40,11,0.181159,0.144928,4,0.166667,22,1
0.115942,36,10,0.173913,0.115942,11,0.173913,34,2
0.118012,62,14,0.159420,0.144928,2,0.181159,3,1
0.122153,65,15,0.181159,0.144928,3,0.181159,7,1
0.111801,98,13,0.159420,0.144928,1,0.181159,9,1
0.124224,17,5,0.181159,0.173913,1,0.181159,8,1
0.122153,50,10,0.181159,0.130435,13,0.181159,50,1
0.124224,19,6,0.181159,0.173913,5,0.181159,8,1
0.109731,74,15,0.188406,0.115942,51,0.166667,46,3
0.115942,42,12,0.181159,0.159420,11,0.181159,42,1
0.120083,49,12,0.181159,0.173913,1,0.181159,8,1
0.115942,57,14,0.166667,0.173913,4,0.188406,24,1
