0.103520,50,10,0.108696,0.173913,6,0.094203,42,1
0.107660,100,20,0.130435,0.188406,85,0.123188,73,4
0.105590,110,15,0.144928,0.217391,8,0.123188,56,1
0.103520,81,17,0.137681,0.173913,3,0.123188,36,1
0.086957,116,19,0.108696,0.173913,7,0.101449,37,1
0.101449,78,17,0.144928,0.202899,71,0.137681,12,2
0.111801,92,15,0.115942,0.202899,12,0.115942,50,1
0.101449,89,16,0.130435,0.202899,13,0.108696,21,1
0.111801,43,8,0.123188,0.217391,11,0.123188,18,1
0.099379,152,27,0.123188,0.202899,8,0.123188,152,1
0.109731,52,12,0.137681,0.202899,89,0.130435,13,3
0.093168,148,22,0.115942,0.188406,17,0.123188,77,1
0.099379,74,11,0.130435,0.173913,14,0.123188,37,1
0.103520,45,10,0.123188,0.202899,16,0.137681,44,1
0.113872,64,13,0.123188,0.217391,8,0.137681,15,1
0.089027,114,15,0.108696,0.217391,13,0.137681,13,1
0.101449,75,18,0.115942,0.188406,74,0.123188,30,3
0.097308,70,18,0.108696,0.188406,6,0.123188,30,1
0.105590,53,14,0.108696,0.173913,24,0.130435,22,2
0.099379,82,16,0.108696,0.217391,9,0.108696,67,1
0.095238,68,14,0.101449,0.173913,23,0.108696,54,2
0.089027,124,24,0.123188,0.173913,98,0.130435,66,3
0.091097,143,20,0.152174,0.188406,31,0.130435,32,2
0.095238,126,17,0.108696,0.173913,41,0.123188,38,2
0.105590,69,17,0.108696,0.188406,8,0.130435,14,1
0.095238,85,16,0.137681,0.202899,6,0.137681,73,1
0.105590,88,15,0.123188,0.217391,4,0.152174,34,1
0.099379,46,8,0.108696,0.188406,6,0.108696,46,1
0.103520,74,14,0.115942,0.173913,42,0.115942,53,3
0.093168,99,19,0.101449,0.188406,16,0.108696,58,1
0.109731,46,14,0.137681,0.072464,39,0.123188,22,2
0.109731,47,14,0.144928,0.101449,9,0.130435,8,1
0.109731,40,9,0.137681,0.086957,4,0.144928,15,1
0.101449,111,22,0.130435,0.072464,9,0.144928,23,1
0.103520,99,15,0.130435,0.086957,4,0.123188,50,1
0.099379,90,16,0.137681,0.072464,5,0.137681,16,1
0.105590,103,20,0.123188,0.072464,92,0.137681,19,3
0.103520,151,21,0.130435,0.086957,85,0.130435,55,3
0.101449,102,16,0.144928,0.072464,11,0.137681,17,1
0.122153,83,14,0.144928,0.101449,1,0.130435,6,1
0.099379,91,24,0.144928,0.072464,11,0.137681,22,1
0.099379,58,11,0.130435,0.072464,4,0.130435,40,1
0.107660,73,14,0.130435,0.086957,40,0.137681,59,2
0.107660,62,14,0.130435,0.086957,74,0.152174,7,3
0.101449,99,14,0.137681,0.101449,3,0.130435,5,1
0.095238,149,17,0.137681,0.086957,16,0.137681,65,1
0.093168,161,25,0.115942,0.086957,10,0.137681,13,1
0.093168,84,17,0.130435,0.086957,2,0.137681,37,1
0.101449,102,24,0.144928,0.086957,24,0.130435,48,1
0.105590,97,17,0.123188,0.086957,74,0.137681,16,3
0.103520,87,13,0.137681,0.072464,12,0.137681,27,1
0.105590,112,14,0.137681,0.072464,11,0.137681,11,1
0.103520,79,17,0.130435,0.072464,7,0.130435,43,1
0.107660,117,15,0.137681,0.101449,9,0.123188,16,1
0.105590,69,15,0.123188,0.072464,36,0.137681,16,2
0.099379,84,12,0.137681,0.086957,85,0.123188,30,3
0.097308,113,16,0.123188,0.101449,5,0.115942,43,1
0.103520,86,18,0.123188,0.086957,28,0.137681,24,2
0.099379,160,21,0.137681,0.086957,35,0.130435,15,2
0.101449,180,18,0.123188,0.101449,2,0.123188,150,1
0.091097,148,19,0.166667,0.130435,92,0.181159,23,3
0.107660,57,13,0.144928,0.144928,1,0.181159,6,1
0.091097,72,18,0.159420,0.115942,11,0.181159,33,1
0.103520,94,11,0.181159,0.130435,51,0.152174,16,3
0.093168,96,18,0.123188,0.144928,9,0.181159,5,1
0.105590,51,12,0.173913,0.130435,39,0.173913,28,2
0.099379,76,14,0.173913,0.130435,17,0.181159,23,1
0.097308,75,14,0.159420,0.130435,18,0.173913,31,2
0.103520,46,15,0.166667,0.130435,23,0.159420,13,1
0.093168,70,12,0.152174,0.144928,2,0.181159,5,1
0.101449,96,16,0.159420,0.130435,52,0.166667,36,2
0.099379,66,17,0.144928,0.130435,88,0.173913,34,4
0.097308,88,14,0.159420,0.130435,38,0.181159,19,2
0.099379,57,12,0.152174,0.130435,16,0.152174,12,1
0.095238,84,13,0.152174,0.144928,2,0.173913,15,1
0.091097,114,15,0.144928,0.130435,57,0.152174,121,2
0.084886,91,19,0.159420,0.115942,14,0.166667,26,1
0.099379,55,11,0.166667,0.115942,90,0.137681,45,3
0.093168,89,16,0.144928,0.144928,1,0.181159,6,1
0.099379,82,17,0.152174,0.115942,4,0.144928,43,1
0.093168,101,14,0.166667,0.130435,67,0.152174,24,2
0.095238,106,18,0.159420,0.130435,88,0.166667,27,3
0.101449,39,12,0.166667,0.144928,9,0.181159,6,1
0.101449,62,14,0.181159,0.144928,4,0.181159,6,1
0.095238,109,15,0.166667,0.130435,13,0.166667,109,1
0.089027,92,19,0.173913,0.130435,14,0.144928,38,1
0.105590,45,11,0.159420,0.130435,5,0.173913,23,1
0.095238,100,19,0.152174,0.130435,21,0.166667,47,2
0.103520,48,10,0.144928,0.115942,4,0.159420,31,1
0.103520,48,13,0.130435,0.130435,64,0.152174,26,3
0.095238,85,13,0.159420,0.130435,20,0.144928,51,1
0.097308,113,19,0.181159,0.144928,15,0.166667,70,1
0.107660,32,7,0.202899,0.130435,95,0.195652,34,4
0.091097,96,15,0.166667,0.101449,4,0.166667,96,1
